"","FIPS","GeoName","year","rpp_goods","rpp_services_housing","rpp_services_other","rpp_services_utilities","rpp_all_items"
"1","0","United States",2008,"99.577","100.303","100.318","98.095","100"
"2","999","United States (Nonmetropolitan Portion)",2008,"89.839","62.454","96.698","97.342","87.129"
"3","10180","Abilene, TX (Metropolitan Statistical Area)",2008,"96.566","72.247","97.836","122.384","93.481"
"4","10420","Akron, OH (Metropolitan Statistical Area)",2008,"90.394","84.685","95.594","99.512","92.254"
"5","10500","Albany, GA (Metropolitan Statistical Area)",2008,"96.868","49.497","97.742","107.575","87.237"
"6","10540","Albany-Lebanon, OR (Metropolitan Statistical Area)",2008,"102.336","94.084","102.387","82.079","100.238"
"7","10580","Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2008,"101.406","104.738","101.044","104.284","101.805"
"8","10740","Albuquerque, NM (Metropolitan Statistical Area)",2008,"95.923","92.843","98.94","93.283","96.695"
"9","10780","Alexandria, LA (Metropolitan Statistical Area)",2008,"96.898","61.242","98.152","112.658","91.17"
"10","10900","Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",2008,"101.335","103.713","100.652","94.754","101.13"
"11","11020","Altoona, PA (Metropolitan Statistical Area)",2008,"101.1","57.834","101.154","91.884","91.857"
"12","11100","Amarillo, TX (Metropolitan Statistical Area)",2008,"97.055","84.843","98.331","122.515","96.15"
"13","11180","Ames, IA (Metropolitan Statistical Area)",2008,"77.036","80.6","93.827","95.073","85.049"
"14","11260","Anchorage, AK (Metropolitan Statistical Area)",2008,"108.147","130.617","103.356","105.268","108.153"
"15","11460","Ann Arbor, MI (Metropolitan Statistical Area)",2008,"99.966","118.484","100.167","93.121","102.379"
"16","11500","Anniston-Oxford, AL (Metropolitan Statistical Area)",2008,"96.814","51.854","98.613","114.975","87.685"
"17","11540","Appleton, WI (Metropolitan Statistical Area)",2008,"99.051","81.312","100.002","91.703","96.391"
"18","11700","Asheville, NC (Metropolitan Statistical Area)",2008,"96.45","81.508","97.406","92.84","93.676"
"19","12020","Athens-Clarke County, GA (Metropolitan Statistical Area)",2008,"97.292","82.631","98.149","107.564","95.199"
"20","12060","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",2008,"93.937","101.708","100.358","107.688","98.351"
"21","12100","Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",2008,"108.931","125.078","102.685","117.619","109.167"
"22","12220","Auburn-Opelika, AL (Metropolitan Statistical Area)",2008,"93.913","77.952","95.277","115.09","92.019"
"23","12260","Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",2008,"97.123","65.477","98.06","103.5","91.289"
"24","12420","Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",2008,"97.191","109.676","98.469","122.46","100.094"
"25","12540","Bakersfield, CA (Metropolitan Statistical Area)",2008,"95.194","97.151","97.646","85.963","96.386"
"26","12580","Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",2008,"100.052","124.633","104.198","110.92","105.955"
"27","12620","Bangor, ME (Metropolitan Statistical Area)",2008,"100.183","83.686","100.838","63.264","96.192"
"28","12700","Barnstable Town, MA (Metropolitan Statistical Area)",2008,"99.896","130.769","101.522","94.8","106.862"
"29","12940","Baton Rouge, LA (Metropolitan Statistical Area)",2008,"96.549","77.848","97.715","112.779","94.559"
"30","12980","Battle Creek, MI (Metropolitan Statistical Area)",2008,"99.114","78.699","100.227","93.106","95.281"
"31","13020","Bay City, MI (Metropolitan Statistical Area)",2008,"99.114","70.066","100.227","93.211","94.36"
"32","13140","Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",2008,"97.191","70.426","98.469","122.352","93.774"
"33","13220","Beckley, WV (Metropolitan Statistical Area)",2008,"95.058","53.368","95.678","83.182","84.731"
"34","13380","Bellingham, WA (Metropolitan Statistical Area)",2008,"95.454","97.917","98.121","84.475","96.809"
"35","13460","Bend, OR (Metropolitan Statistical Area)",2008,"102.336","95.439","102.387","82.049","100.328"
"36","13740","Billings, MT (Metropolitan Statistical Area)",2008,"95.56","85.781","98.996","86.515","95.632"
"37","13780","Binghamton, NY (Metropolitan Statistical Area)",2008,"101.406","79.563","101.044","104.326","97.281"
"38","13820","Birmingham-Hoover, AL (Metropolitan Statistical Area)",2008,"96.71","72.419","98.493","115.204","93.732"
"39","13900","Bismarck, ND (Metropolitan Statistical Area)",2008,"99.283","63.092","100.365","76.739","92.224"
"40","13980","Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)",2008,"93.149","76.369","94.881","94.048","90.674"
"41","14010","Bloomington, IL (Metropolitan Statistical Area)",2008,"98.829","82.537","100.077","99.218","96.755"
"42","14020","Bloomington, IN (Metropolitan Statistical Area)",2008,"95.2","83.412","98.965","98.98","94.735"
"43","14100","Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",2008,"101.1","68.21","101.154","91.704","94.382"
"44","14260","Boise City, ID (Metropolitan Statistical Area)",2008,"95.198","88.401","98.29","75.247","94.717"
"45","14460","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",2008,"98.061","145.263","106.036","93.438","107.17"
"46","14500","Boulder, CO (Metropolitan Statistical Area)",2008,"108.211","136.818","100.853","86.687","107.488"
"47","14540","Bowling Green, KY (Metropolitan Statistical Area)",2008,"95.383","54.652","95.413","89.237","86.676"
"48","14740","Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)",2008,"108.493","114.266","103.571","84.414","106.146"
"49","14860","Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",2008,"117.853","149.663","107.483","101.265","114.999"
"50","15180","Brownsville-Harlingen, TX (Metropolitan Statistical Area)",2008,"97.191","54.747","98.469","122.337","86.988"
"51","15260","Brunswick, GA (Metropolitan Statistical Area)",2008,"94.088","69.84","95.072","107.584","89.73"
"52","15380","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)",2008,"101.406","79.424","101.044","104.466","97.388"
"53","15500","Burlington, NC (Metropolitan Statistical Area)",2008,"97.442","72.13","98.832","92.862","92.974"
"54","15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)",2008,"100.747","124.182","100.433","76.792","102.957"
"55","15680","California-Lexington Park, MD (Metropolitan Statistical Area)",2008,"93.502","112.349","95.231","110.859","97.637"
"56","15940","Canton-Massillon, OH (Metropolitan Statistical Area)",2008,"98.676","66.733","99.671","99.465","93.226"
"57","15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",2008,"97.81","115.63","99.156","95.676","101.616"
"58","16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)",2008,"76.646","59.438","93.845","97.558","81.083"
"59","16060","Carbondale-Marion, IL (Metropolitan Statistical Area)",2008,"77.372","57.785","94.13","99.097","81.039"
"60","16180","Carson City, NV (Metropolitan Statistical Area)",2008,"100.764","105.208","102.266","109.408","102.384"
"61","16220","Casper, WY (Metropolitan Statistical Area)",2008,"96.069","71.379","98.829","91.564","92.897"
"62","16300","Cedar Rapids, IA (Metropolitan Statistical Area)",2008,"95.402","73.972","98.882","95.05","93.361"
"63","16540","Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",2008,"101.1","78.771","101.154","91.637","97.27"
"64","16580","Champaign-Urbana, IL (Metropolitan Statistical Area)",2008,"96.812","91.269","99.604","99.081","97.249"
"65","16620","Charleston, WV (Metropolitan Statistical Area)",2008,"96.653","61.074","98.139","83.266","90.159"
"66","16700","Charleston-North Charleston, SC (Metropolitan Statistical Area)",2008,"97.493","95.963","98.583","96.427","97.641"
"67","16740","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",2008,"97.145","86.042","98.376","93.384","95.715"
"68","16820","Charlottesville, VA (Metropolitan Statistical Area)",2008,"97.364","114.463","98.378","94.012","100.652"
"69","16860","Chattanooga, TN-GA (Metropolitan Statistical Area)",2008,"97.223","71.521","98.063","99.98","92.76"
"70","16940","Cheyenne, WY (Metropolitan Statistical Area)",2008,"96.069","78.768","98.829","91.507","93.973"
"71","16980","Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",2008,"104.512","122.789","101.827","99.008","105.353"
"72","17020","Chico, CA (Metropolitan Statistical Area)",2008,"95.194","107.61","97.646","85.86","98.18"
"73","17140","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",2008,"96.763","85.716","101.275","97.788","97.104"
"74","17300","Clarksville, TN-KY (Metropolitan Statistical Area)",2008,"97.096","63.72","98.047","94.436","90.402"
"75","17420","Cleveland, TN (Metropolitan Statistical Area)",2008,"94.444","61.798","95.082","96.915","88.497"
"76","17460","Cleveland-Elyria, OH (Metropolitan Statistical Area)",2008,"90.394","89.684","95.594","99.555","93.009"
"77","17660","Coeur d'Alene, ID (Metropolitan Statistical Area)",2008,"102.606","85.389","102.24","75.144","97.786"
"78","17780","College Station-Bryan, TX (Metropolitan Statistical Area)",2008,"96.517","82.271","97.788","122.247","95.341"
"79","17820","Colorado Springs, CO (Metropolitan Statistical Area)",2008,"96.422","102.7","98.662","86.686","98.149"
"80","17860","Columbia, MO (Metropolitan Statistical Area)",2008,"95.354","78.884","98.842","97.471","94.167"
"81","17900","Columbia, SC (Metropolitan Statistical Area)",2008,"97.151","76.862","98.138","96.414","94.106"
"82","17980","Columbus, GA-AL (Metropolitan Statistical Area)",2008,"97.153","60.204","98.148","108.991","89.21"
"83","18020","Columbus, IN (Metropolitan Statistical Area)",2008,"77.304","82.713","93.874","99.016","85.643"
"84","18140","Columbus, OH (Metropolitan Statistical Area)",2008,"97.25","83.991","99.36","99.516","96.243"
"85","18580","Corpus Christi, TX (Metropolitan Statistical Area)",2008,"97.191","84.965","98.469","122.389","96.603"
"86","18700","Corvallis, OR (Metropolitan Statistical Area)",2008,"102.336","94.084","102.387","82.079","100.238"
"87","18880","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2008,"96.93","88.904","98.223","95.677","95.893"
"88","19060","Cumberland, MD-WV (Metropolitan Statistical Area)",2008,"97.978","66.996","99.138","99.437","91.389"
"89","19100","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2008,"99.617","101.941","101.307","122.416","101.403"
"90","19140","Dalton, GA (Metropolitan Statistical Area)",2008,"94.088","70.911","95.072","107.484","90.437"
"91","19180","Danville, IL (Metropolitan Statistical Area)",2008,"77.372","59.068","94.13","99.155","81.997"
"92","19300","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2008,"96.814","89.239","98.613","115.056","96.326"
"93","19340","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",2008,"98.041","74.415","99.67","97.549","94.779"
"94","19430","Dayton-Kettering, OH (Metropolitan Statistical Area)",2008,"98.676","79.189","99.671","99.5","95.898"
"95","19460","Decatur, AL (Metropolitan Statistical Area)",2008,"96.814","58.791","98.613","115.01","90.667"
"96","19500","Decatur, IL (Metropolitan Statistical Area)",2008,"98.829","64.173","100.077","99.001","92.871"
"97","19660","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",2008,"97.81","99.938","99.156","95.655","98.752"
"98","19740","Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",2008,"108.047","119.584","100.893","86.657","105.442"
"99","19780","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",2008,"96.532","86.708","99.144","95.073","96.121"
"100","19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",2008,"99.966","100.432","100.167","93.234","99.898"
"101","20020","Dothan, AL (Metropolitan Statistical Area)",2008,"95.99","52.442","97.662","114.955","87.731"
"102","20100","Dover, DE (Metropolitan Statistical Area)",2008,"98.358","87.748","98.706","113.13","97.141"
"103","20220","Dubuque, IA (Metropolitan Statistical Area)",2008,"99.522","71.37","99.816","95.003","94.054"
"104","20260","Duluth, MN-WI (Metropolitan Statistical Area)",2008,"95.585","72.023","99.422","84.477","91.662"
"105","20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)",2008,"97.146","89.628","98.404","92.895","96.373"
"106","20700","East Stroudsburg, PA (Metropolitan Statistical Area)",2008,"101.1","109.336","101.154","91.532","102.089"
"107","20740","Eau Claire, WI (Metropolitan Statistical Area)",2008,"99.051","79.407","100.002","91.55","95.894"
"108","20940","El Centro, CA (Metropolitan Statistical Area)",2008,"101.376","74.561","102.858","86.02","95.728"
"109","21060","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",2008,"95.383","69.107","95.413","89.233","90.332"
"110","21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)",2008,"98.66","85.929","99.785","98.902","97.105"
"111","21300","Elmira, NY (Metropolitan Statistical Area)",2008,"101.406","73.904","101.044","104.295","95.458"
"112","21340","El Paso, TX (Metropolitan Statistical Area)",2008,"97.174","73.186","98.451","122.832","93.542"
"113","21420","Enid, OK (Metropolitan Statistical Area) 1/",2008,"(NA)","(NA)","(NA)","(NA)","(NA)"
"114","21500","Erie, PA (Metropolitan Statistical Area)",2008,"101.1","71.496","101.154","91.757","95.728"
"115","21660","Eugene-Springfield, OR (Metropolitan Statistical Area)",2008,"95.662","89.503","98.656","81.985","95.416"
"116","21780","Evansville, IN-KY (Metropolitan Statistical Area)",2008,"98.766","76.053","99.806","97.772","94.935"
"117","21820","Fairbanks, AK (Metropolitan Statistical Area)",2008,"103.386","133.052","102.574","105.176","106.453"
"118","22020","Fargo, ND-MN (Metropolitan Statistical Area)",2008,"99.865","78.617","100.492","78.524","95.873"
"119","22140","Farmington, NM (Metropolitan Statistical Area)",2008,"102.028","75.492","101.735","93.351","96.896"
"120","22180","Fayetteville, NC (Metropolitan Statistical Area)",2008,"96.654","71.158","97.697","92.839","92.02"
"121","22220","Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",2008,"97.064","72.259","98.592","111.048","93.362"
"122","22380","Flagstaff, AZ (Metropolitan Statistical Area)",2008,"101.33","98.899","102.464","101.211","101.335"
"123","22420","Flint, MI (Metropolitan Statistical Area)",2008,"99.966","79.205","100.167","93.141","95.668"
"124","22500","Florence, SC (Metropolitan Statistical Area)",2008,"96.543","47.64","97.351","96.357","86.417"
"125","22520","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",2008,"96.814","46.131","98.613","114.997","84.78"
"126","22540","Fond du Lac, WI (Metropolitan Statistical Area)",2008,"77.354","71.701","94.523","91.588","84.053"
"127","22660","Fort Collins, CO (Metropolitan Statistical Area)",2008,"96.25","99.044","98.536","86.718","97.525"
"128","22900","Fort Smith, AR-OK (Metropolitan Statistical Area)",2008,"97.067","59.27","98.457","110.985","90.271"
"129","23060","Fort Wayne, IN (Metropolitan Statistical Area)",2008,"98.66","75.469","99.785","99.167","94.97"
"130","23420","Fresno, CA (Metropolitan Statistical Area)",2008,"95.194","96.381","97.646","85.996","96.2"
"131","23460","Gadsden, AL (Metropolitan Statistical Area)",2008,"96.814","50.688","98.613","115.058","88.775"
"132","23540","Gainesville, FL (Metropolitan Statistical Area)",2008,"97.287","95.699","98.602","95.423","97.588"
"133","23580","Gainesville, GA (Metropolitan Statistical Area)",2008,"94.088","86.503","95.072","107.619","93.615"
"134","23900","Gettysburg, PA (Metropolitan Statistical Area)",2008,"101.1","77.537","101.154","91.668","96.922"
"135","24020","Glens Falls, NY (Metropolitan Statistical Area)",2008,"101.406","91.898","101.044","104.235","99.452"
"136","24140","Goldsboro, NC (Metropolitan Statistical Area)",2008,"97.442","58.475","98.832","92.839","89.444"
"137","24220","Grand Forks, ND-MN (Metropolitan Statistical Area)",2008,"99.787","73.819","100.469","79.252","94.468"
"138","24260","Grand Island, NE (Metropolitan Statistical Area)",2008,"78.252","67.883","93.676","91.924","83.651"
"139","24300","Grand Junction, CO (Metropolitan Statistical Area)",2008,"101.819","101.652","102.548","86.559","101.617"
"140","24340","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",2008,"96.246","87.391","99.633","93.164","96.219"
"141","24420","Grants Pass, OR (Metropolitan Statistical Area)",2008,"102.336","80.499","102.387","81.961","96.725"
"142","24500","Great Falls, MT (Metropolitan Statistical Area)",2008,"95.002","53.693","98.762","86.595","89.287"
"143","24540","Greeley, CO (Metropolitan Statistical Area)",2008,"108.211","96.805","100.853","86.751","101.953"
"144","24580","Green Bay, WI (Metropolitan Statistical Area)",2008,"94.361","82.352","98.985","91.677","94.53"
"145","24660","Greensboro-High Point, NC (Metropolitan Statistical Area)",2008,"97.131","73.828","98.383","92.816","93.231"
"146","24780","Greenville, NC (Metropolitan Statistical Area)",2008,"97.442","66.073","98.832","92.758","91.493"
"147","24860","Greenville-Anderson, SC (Metropolitan Statistical Area)",2008,"97.284","67.861","98.311","96.514","92.217"
"148","25060","Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2008,"96.995","85.928","98.126","117.021","96.185"
"149","25180","Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2008,"109.885","79.793","104.124","96.484","100.702"
"150","25220","Hammond, LA (Metropolitan Statistical Area)",2008,"94.498","68.005","95.167","112.557","90.222"
"151","25260","Hanford-Corcoran, CA (Metropolitan Statistical Area)",2008,"101.376","94.998","102.858","86.03","100.399"
"152","25420","Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2008,"101.1","90.735","101.154","91.721","99.331"
"153","25500","Harrisonburg, VA (Metropolitan Statistical Area)",2008,"93.149","88.006","94.881","93.891","92.934"
"154","25540","Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2008,"101.166","121.761","101.54","101.238","103.933"
"155","25620","Hattiesburg, MS (Metropolitan Statistical Area)",2008,"95.433","65.908","95.439","116.976","90.018"
"156","25860","Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",2008,"97.442","63.69","98.832","92.811","90.813"
"157","25940","Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",2008,"94.65","105.388","94.915","96.523","96.699"
"158","25980","Hinesville, GA (Metropolitan Statistical Area)",2008,"94.088","78.229","95.072","107.53","92.13"
"159","26140","Homosassa Springs, FL (Metropolitan Statistical Area)",2008,"93.749","75.772","94.859","95.484","90.707"
"160","26300","Hot Springs, AR (Metropolitan Statistical Area)",2008,"94.717","59.533","95.321","110.932","87.794"
"161","26380","Houma-Thibodaux, LA (Metropolitan Statistical Area)",2008,"97.223","64.704","98.558","112.723","92.312"
"162","26420","Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",2008,"96.029","99.983","101.889","122.24","99.941"
"163","26580","Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",2008,"97.194","54.624","98.741","87.883","88.303"
"164","26620","Huntsville, AL (Metropolitan Statistical Area)",2008,"96.814","69.618","98.613","115.054","92.984"
"165","26820","Idaho Falls, ID (Metropolitan Statistical Area)",2008,"102.606","76.292","102.24","75.074","96.083"
"166","26900","Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",2008,"98.083","86.673","99.651","99.04","96.95"
"167","26980","Iowa City, IA (Metropolitan Statistical Area)",2008,"96.236","93.86","99.076","95.123","97.079"
"168","27060","Ithaca, NY (Metropolitan Statistical Area)",2008,"101.406","104.778","101.044","104.312","101.868"
"169","27100","Jackson, MI (Metropolitan Statistical Area)",2008,"99.114","83.678","100.227","92.981","96.385"
"170","27140","Jackson, MS (Metropolitan Statistical Area)",2008,"96.863","69.812","97.897","117.142","93.049"
"171","27180","Jackson, TN (Metropolitan Statistical Area)",2008,"94.444","57.903","95.082","96.923","87.336"
"172","27260","Jacksonville, FL (Metropolitan Statistical Area)",2008,"97.766","106.997","99.109","95.597","99.774"
"173","27340","Jacksonville, NC (Metropolitan Statistical Area)",2008,"97.442","84.878","98.832","92.881","95.39"
"174","27500","Janesville-Beloit, WI (Metropolitan Statistical Area)",2008,"99.051","75.723","100.002","91.577","95.057"
"175","27620","Jefferson City, MO (Metropolitan Statistical Area)",2008,"76.579","57.456","93.815","97.4","81.528"
"176","27740","Johnson City, TN (Metropolitan Statistical Area)",2008,"97.374","69.04","98.223","97.035","91.97"
"177","27780","Johnstown, PA (Metropolitan Statistical Area)",2008,"101.1","39.243","101.154","91.919","84.036"
"178","27860","Jonesboro, AR (Metropolitan Statistical Area)",2008,"94.717","50.59","95.321","110.824","85.316"
"179","27900","Joplin, MO (Metropolitan Statistical Area)",2008,"99.464","62.296","99.743","97.407","92.133"
"180","27980","Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",2008,"100.619","158.241","101.984","122.273","109.568"
"181","28020","Kalamazoo-Portage, MI (Metropolitan Statistical Area)",2008,"99.114","84.768","100.227","93.061","96.725"
"182","28100","Kankakee, IL (Metropolitan Statistical Area)",2008,"104.732","81.805","101.847","99.263","98.988"
"183","28140","Kansas City, MO-KS (Metropolitan Statistical Area)",2008,"92.512","89.265","95.186","100.471","93.558"
"184","28420","Kennewick-Richland, WA (Metropolitan Statistical Area)",2008,"95.454","88.156","98.121","84.46","95.047"
"185","28660","Killeen-Temple, TX (Metropolitan Statistical Area)",2008,"97.035","80.488","98.311","122.405","95.481"
"186","28700","Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)",2008,"97.469","61.386","98.354","96.094","89.782"
"187","28740","Kingston, NY (Metropolitan Statistical Area)",2008,"101.406","125","101.044","104.265","104.763"
"188","28940","Knoxville, TN (Metropolitan Statistical Area)",2008,"97.04","70.784","97.865","97.048","92.334"
"189","29020","Kokomo, IN (Metropolitan Statistical Area)",2008,"98.66","48.41","99.785","99.024","87.5"
"190","29100","La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",2008,"99.094","76.371","100.053","90.021","95.079"
"191","29180","Lafayette, LA (Metropolitan Statistical Area)",2008,"96.506","57.005","97.662","112.721","90.068"
"192","29200","Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",2008,"93.552","78.371","98.558","98.941","93.05"
"193","29340","Lake Charles, LA (Metropolitan Statistical Area)",2008,"97.069","65.269","98.365","112.638","92.305"
"194","29420","Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",2008,"95.449","84.749","98.835","100.998","94.747"
"195","29460","Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",2008,"97.81","92.613","99.156","95.574","97.399"
"196","29540","Lancaster, PA (Metropolitan Statistical Area)",2008,"101.1","96.027","101.154","91.624","100.113"
"197","29620","Lansing-East Lansing, MI (Metropolitan Statistical Area)",2008,"95.074","91.793","99.382","93.15","96.505"
"198","29700","Laredo, TX (Metropolitan Statistical Area)",2008,"97.191","69.814","98.469","122.33","93.251"
"199","29740","Las Cruces, NM (Metropolitan Statistical Area)",2008,"95.854","72.613","98.907","93.203","92.371"
"200","29820","Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",2008,"95.77","122.879","99.059","109.245","101.834"
"201","29940","Lawrence, KS (Metropolitan Statistical Area)",2008,"98.755","93.073","100.207","105.057","98.768"
"202","30020","Lawton, OK (Metropolitan Statistical Area)",2008,"97.619","53.349","98.361","110.747","88.762"
"203","30140","Lebanon, PA (Metropolitan Statistical Area)",2008,"101.1","84.832","101.154","91.704","98.17"
"204","30300","Lewiston, ID-WA (Metropolitan Statistical Area)",2008,"102.324","77.429","102.436","77.998","96.413"
"205","30340","Lewiston-Auburn, ME (Metropolitan Statistical Area)",2008,"100.183","87.956","100.838","63.287","97.399"
"206","30460","Lexington-Fayette, KY (Metropolitan Statistical Area)",2008,"97.307","80.357","98.831","89.322","94.989"
"207","30620","Lima, OH (Metropolitan Statistical Area)",2008,"98.676","65.223","99.671","99.467","92.765"
"208","30700","Lincoln, NE (Metropolitan Statistical Area)",2008,"97.959","83.308","99.799","92.052","96.242"
"209","30780","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",2008,"97.054","74.008","98.577","110.944","94.088"
"210","30860","Logan, UT-ID (Metropolitan Statistical Area)",2008,"102.702","74.626","102.344","83.177","96.715"
"211","30980","Longview, TX (Metropolitan Statistical Area)",2008,"96.64","69.008","97.911","122.478","92.892"
"212","31020","Longview, WA (Metropolitan Statistical Area)",2008,"101.77","83.783","102.727","84.519","98.174"
"213","31080","Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",2008,"108.033","182.212","101.634","86.045","111.976"
"214","31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",2008,"96.856","76.161","98.421","91.505","93.853"
"215","31180","Lubbock, TX (Metropolitan Statistical Area)",2008,"97.053","88.487","98.329","122.42","96.816"
"216","31340","Lynchburg, VA (Metropolitan Statistical Area)",2008,"97.524","70.576","98.509","93.914","92.061"
"217","31420","Macon-Bibb County, GA (Metropolitan Statistical Area)",2008,"96.975","68.533","97.845","107.562","92.051"
"218","31460","Madera, CA (Metropolitan Statistical Area)",2008,"95.194","101.409","97.646","85.901","97.045"
"219","31540","Madison, WI (Metropolitan Statistical Area)",2008,"95.044","104.758","99.138","91.569","98.279"
"220","31700","Manchester-Nashua, NH (Metropolitan Statistical Area)",2008,"98.076","137.007","109.146","78.997","107.539"
"221","31740","Manhattan, KS (Metropolitan Statistical Area)",2008,"78.329","83.96","94.894","104.892","87.327"
"222","31860","Mankato, MN (Metropolitan Statistical Area)",2008,"76.938","79.018","94.114","83.485","85.064"
"223","31900","Mansfield, OH (Metropolitan Statistical Area)",2008,"98.676","62.611","99.671","99.39","92.186"
"224","32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",2008,"97.191","53.717","98.469","122.351","87.3"
"225","32780","Medford, OR (Metropolitan Statistical Area)",2008,"95.662","97.436","98.656","81.964","96.85"
"226","32820","Memphis, TN-MS-AR (Metropolitan Statistical Area)",2008,"97.244","81.287","98.125","100.206","94.944"
"227","32900","Merced, CA (Metropolitan Statistical Area)",2008,"95.194","85.096","97.646","85.93","94.25"
"228","33100","Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",2008,"100.164","144.767","98.757","95.588","105.953"
"229","33140","Michigan City-La Porte, IN (Metropolitan Statistical Area)",2008,"77.304","77.533","93.874","98.903","84.71"
"230","33220","Midland, MI (Metropolitan Statistical Area)",2008,"99.114","70.066","100.227","93.211","94.36"
"231","33260","Midland, TX (Metropolitan Statistical Area)",2008,"97.11","89.748","98.387","122.462","97.346"
"232","33340","Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",2008,"97.895","103.673","97.377","91.595","98.212"
"233","33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",2008,"104.301","115.355","98.643","83.693","102.288"
"234","33540","Missoula, MT (Metropolitan Statistical Area)",2008,"101.717","93.401","101.478","86.385","99.932"
"235","33660","Mobile, AL (Metropolitan Statistical Area)",2008,"96.719","63.657","98.503","115.062","91.267"
"236","33700","Modesto, CA (Metropolitan Statistical Area)",2008,"95.194","108.019","97.646","86.037","98.014"
"237","33740","Monroe, LA (Metropolitan Statistical Area)",2008,"96.629","51.153","97.815","112.744","88.857"
"238","33780","Monroe, MI (Metropolitan Statistical Area)",2008,"99.966","77.453","100.167","93.166","95.957"
"239","33860","Montgomery, AL (Metropolitan Statistical Area)",2008,"96.739","69.967","98.526","115.161","92.731"
"240","34060","Morgantown, WV (Metropolitan Statistical Area)",2008,"95.058","69.147","95.678","83.048","89.898"
"241","34100","Morristown, TN (Metropolitan Statistical Area)",2008,"94.444","59.63","95.082","96.882","86.704"
"242","34580","Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",2008,"101.77","109.758","102.727","84.439","103.08"
"243","34620","Muncie, IN (Metropolitan Statistical Area)",2008,"98.66","73.275","99.785","99.082","93.443"
"244","34740","Muskegon, MI (Metropolitan Statistical Area)",2008,"99.114","70.338","100.227","93.119","93.15"
"245","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",2008,"96.519","90.725","97.286","95.173","95.557"
