variable,estimate,latitude,longitude
"is_crime_los_angeles VEHICLE - MOTORIZED SCOOTERS, BICYCLES, AND WHEELCHAIRS",1,33.9754,-118.3722
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0445,-118.2842
is_crime_los_angeles DISCHARGE FIREARMS/SHOTS FIRED,1,33.7798,-118.2665
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1826,-118.4596
is_crime_los_angeles THEFT OF IDENTITY,1,34.3175,-118.4256
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.0882,-118.2692
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1658,-118.4531
is_crime_los_angeles THEFT OF IDENTITY,1,34.1557,-118.3648
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.2482,-118.5361
is_crime_los_angeles ORAL COPULATION,1,34.081,-118.1825
"is_crime_los_angeles RAPE, ATTEMPTED",1,34.0611,-118.2707
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1,34.0547,-118.2637
is_crime_los_angeles BIKE - STOLEN,1,34.043,-118.2606
is_crime_los_angeles THEFT OF IDENTITY,1,34.0596,-118.27
is_crime_los_angeles VEHICLE - STOLEN,1,34.1443,-118.4014
is_crime_los_angeles BURGLARY FROM VEHICLE,1,33.7472,-118.2926
is_crime_los_angeles DOCUMENT WORTHLESS ($200.01 & OVER),1,34.0505,-118.2588
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.0541,-118.2621
is_crime_los_angeles BRANDISH WEAPON,1,34.0617,-118.3091
is_crime_los_angeles THEFT OF IDENTITY,1,34.1912,-118.6081
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.0432,-118.2877
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,33.9857,-118.4435
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.0689,-118.4301
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.2049,-118.44
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0514,-118.2001
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0598,-118.2916
is_crime_los_angeles INTIMATE PARTNER - AGGRAVATED ASSAULT,1,33.7852,-118.252
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1588,-118.5262
is_crime_los_angeles THEFT OF IDENTITY,1,34.2265,-118.4565
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0982,-118.2961
is_crime_los_angeles THEFT OF IDENTITY,1,34.0672,-118.3004
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.2065,-118.5991
is_crime_los_angeles THEFT OF IDENTITY,1,34.1826,-118.4531
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1,34.0316,-118.2657
is_crime_los_angeles SHOPLIFTING - PETTY THEFT ($950 & UNDER),1,34.0623,-118.4434
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,33.9933,-118.4765
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0813,-118.2585
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.2184,-118.4547
is_crime_los_angeles THEFT OF IDENTITY,1,33.9791,-118.4092
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,33.994,-118.4526
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0338,-118.511
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,34.1405,-118.3702
is_crime_los_angeles THEFT OF IDENTITY,1,34.1749,-118.5308
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,33.9703,-118.2783
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0519,-118.2755
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0678,-118.4701
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.1509,-118.5911
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0607,-118.2494
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,33.9857,-118.4435
is_crime_los_angeles THEFT OF IDENTITY,1,34.2143,-118.5666
is_crime_los_angeles UNAUTHORIZED COMPUTER ACCESS,1,34.2519,-118.4871
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.1722,-118.3659
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,33.9906,-118.4391
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.1271,-118.3479
is_crime_los_angeles DOCUMENT WORTHLESS ($200.01 & OVER),1,34.0653,-118.365
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.2796,-118.3046
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.1857,-118.56
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1032,-118.3348
is_crime_los_angeles THEFT OF IDENTITY,1,34.2215,-118.5379
is_crime_los_angeles SHOPLIFTING - PETTY THEFT ($950 & UNDER),1,34.0242,-118.3722
is_crime_los_angeles BURGLARY,1,34.0347,-118.2809
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,33.9344,-118.2301
is_crime_los_angeles THEFT OF IDENTITY,1,34.2596,-118.296
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0982,-118.2797
is_crime_los_angeles THEFT OF IDENTITY,1,34.0456,-118.4547
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,33.7486,-118.2805
is_crime_los_angeles THEFT OF IDENTITY,1,34.0331,-118.2599
is_crime_los_angeles THEFT OF IDENTITY,1,33.8481,-118.3041
is_crime_los_angeles BURGLARY,1,34.0364,-118.2603
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,33.9339,-118.2434
is_crime_los_angeles THEFT OF IDENTITY,1,34.0574,-118.3535
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,33.995,-118.3258
is_crime_los_angeles THEFT OF IDENTITY,1,34.073,-118.3236
is_crime_los_angeles VEHICLE - STOLEN,1,34.241,-118.5361
is_crime_los_angeles THREATENING PHONE CALLS/LETTERS,1,34.1504,-118.3987
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.2246,-118.5831
is_crime_los_angeles THEFT OF IDENTITY,1,33.997,-118.2871
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,33.8279,-118.309
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.1208,-118.3513
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0967,-118.3056
is_crime_los_angeles BURGLARY FROM VEHICLE,1,33.9765,-118.2761
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,33.8773,-118.2867
"is_crime_los_angeles RAPE, FORCIBLE",1,34.3031,-118.4997
is_crime_los_angeles BURGLARY,1,34.0519,-118.3324
is_crime_los_angeles THEFT OF IDENTITY,1,34.0412,-118.2951
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,33.8632,-118.3091
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.2554,-118.4673
is_crime_los_angeles ROBBERY,1,34.2737,-118.4117
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0173,-118.2958
is_crime_los_angeles CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1,34.0104,-118.3089
is_crime_los_angeles BRANDISH WEAPON,1,34.04,-118.3065
is_crime_los_angeles THEFT OF IDENTITY,1,34.25,-118.606
is_crime_los_angeles BURGLARY,1,34.2391,-118.6061
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.2943,-118.452
is_crime_los_angeles THEFT OF IDENTITY,1,34.2303,-118.5623
is_crime_los_angeles THEFT OF IDENTITY,1,34.048,-118.256
is_crime_los_angeles THEFT OF IDENTITY,1,34.1487,-118.4354
is_crime_los_angeles THEFT OF IDENTITY,1,34.1994,-118.4837
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0478,-118.3459
is_crime_los_angeles THEFT OF IDENTITY,1,34.163,-118.3746
is_crime_los_angeles THEFT OF IDENTITY,1,34.0781,-118.2181
"is_crime_los_angeles THEFT, PERSON",1,34.0419,-118.2561
is_crime_los_angeles OTHER MISCELLANEOUS CRIME,1,34.0466,-118.3414
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.1271,-118.2321
is_crime_los_angeles THEFT OF IDENTITY,1,34.0137,-118.3089
is_crime_los_angeles THEFT OF IDENTITY,1,34.163,-118.4214
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,33.984,-118.4692
is_crime_los_angeles THEFT OF IDENTITY,1,34.1866,-118.4992
is_crime_los_angeles VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,33.9691,-118.3156
"is_crime_los_angeles BUNCO, GRAND THEFT",1,34.2336,-118.4517
is_crime_los_angeles BIKE - STOLEN,1,34.0438,-118.2547
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,33.9619,-118.4327
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.2145,-118.4311
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.1634,-118.6315
is_crime_los_angeles THEFT OF IDENTITY,1,34.1814,-118.4263
is_crime_los_angeles THEFT OF IDENTITY,1,33.7297,-118.2919
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.1493,-118.3759
is_crime_los_angeles CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1,34.2354,-118.448
is_crime_los_angeles THEFT OF IDENTITY,1,34.0987,-118.3337
is_crime_los_angeles THEFT OF IDENTITY,1,34.0637,-118.2857
is_crime_los_angeles THEFT OF IDENTITY,1,33.9712,-118.263
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.017,-118.3477
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.0303,-118.3551
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,33.9765,-118.381
is_crime_los_angeles THEFT OF IDENTITY,1,34.1928,-118.5797
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.1505,-118.44
is_crime_los_angeles THEFT OF IDENTITY,1,34.2083,-118.6081
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.049,-118.2907
is_crime_los_angeles THEFT OF IDENTITY,1,34.0514,-118.4301
is_crime_los_angeles STALKING,1,33.9526,-118.3823
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1,34.1755,-118.6321
"is_crime_los_angeles BUNCO, ATTEMPT",1,34.0188,-118.2051
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1219,-118.2429
is_crime_los_angeles VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,33.9947,-118.2432
is_crime_los_angeles CRIMINAL THREATS - NO WEAPON DISPLAYED,1,34.0883,-118.2352
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.2614,-118.2979
is_crime_los_angeles THEFT OF IDENTITY,1,34.1737,-118.6386
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.2422,-118.4897
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.174,-118.3898
is_crime_los_angeles VEHICLE - STOLEN,1,33.9553,-118.3857
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0605,-118.2814
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,34.1867,-118.4487
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.057,-118.3966
is_crime_los_angeles THEFT OF IDENTITY,1,34.0464,-118.3251
is_crime_los_angeles OTHER MISCELLANEOUS CRIME,1,34.2496,-118.4138
is_crime_los_angeles THEFT OF IDENTITY,1,34.0671,-118.2483
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0618,-118.2916
is_crime_los_angeles OTHER MISCELLANEOUS CRIME,1,34.1985,-118.4467
is_crime_los_angeles THEFT OF IDENTITY,1,34.2428,-118.5361
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.0956,-118.2918
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.0999,-118.3038
is_crime_los_angeles THEFT OF IDENTITY,1,34.2299,-118.403
is_crime_los_angeles BURGLARY,1,33.7354,-118.3077
"is_crime_los_angeles BUNCO, PETTY THEFT",1,34.0463,-118.313
is_crime_los_angeles THEFT OF IDENTITY,1,34.3232,-118.4695
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0957,-118.2867
is_crime_los_angeles BURGLARY,1,34.166,-118.6047
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.1034,-118.349
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.0174,-118.3089
is_crime_los_angeles THEFT OF IDENTITY,1,34.1519,-118.4619
is_crime_los_angeles THEFT OF IDENTITY,1,34.0001,-118.3057
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.0244,-118.2676
is_crime_los_angeles THEFT OF IDENTITY,1,34.1611,-118.5116
is_crime_los_angeles THEFT OF IDENTITY,1,34.3201,-118.4181
is_crime_los_angeles THEFT OF IDENTITY,1,34.0329,-118.4141
is_crime_los_angeles BURGLARY,1,34.0265,-118.2882
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.145,-118.3757
is_crime_los_angeles THEFT OF IDENTITY,1,34.0437,-118.2098
is_crime_los_angeles THEFT OF IDENTITY,1,34.254,-118.5128
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.1866,-118.5499
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.2388,-118.3657
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.2054,-118.3965
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.1561,-118.4727
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,33.9651,-118.2754
is_crime_los_angeles THEFT OF IDENTITY,1,34.2485,-118.4432
is_crime_los_angeles THEFT OF IDENTITY,1,34.163,-118.4214
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.054,-118.409
is_crime_los_angeles THEFT OF IDENTITY,1,34.2517,-118.2794
is_crime_los_angeles CRIMINAL THREATS - NO WEAPON DISPLAYED,1,34.1895,-118.51
is_crime_los_angeles ORAL COPULATION,1,34.3189,-118.4099
is_crime_los_angeles THEFT OF IDENTITY,1,34.1882,-118.6282
is_crime_los_angeles THEFT OF IDENTITY,1,34.244,-118.5583
is_crime_los_angeles THEFT OF IDENTITY,1,34.2285,-118.5008
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.1451,-118.3875
is_crime_los_angeles THEFT OF IDENTITY,1,34.0657,-118.2815
is_crime_los_angeles ORAL COPULATION,1,34.0215,-118.3452
is_crime_los_angeles THEFT OF IDENTITY,1,34.2048,-118.4531
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1,34.1613,-118.4312
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1877,-118.5163
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,33.9542,-118.2848
is_crime_los_angeles THEFT OF IDENTITY,1,34.1929,-118.3723
is_crime_los_angeles THEFT OF IDENTITY,1,34.0576,-118.5037
"is_crime_los_angeles ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,34.0085,-118.2465
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1685,-118.3743
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.1132,-118.4249
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0251,-118.3374
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.0046,-118.2872
is_crime_los_angeles THEFT OF IDENTITY,1,34.2084,-118.4599
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.253,-118.2907
is_crime_los_angeles THEFT OF IDENTITY,1,34.0745,-118.2929
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.0515,-118.3842
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.157,-118.488
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1096,-118.2383
is_crime_los_angeles BURGLARY,1,33.9556,-118.2682
is_crime_los_angeles CHILD ANNOYING (17YRS & UNDER),1,34.0563,-118.2374
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.1867,-118.3851
is_crime_los_angeles THEFT OF IDENTITY,1,33.9482,-118.2379
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.084,-118.2741
is_crime_los_angeles THEFT OF IDENTITY,1,34.0347,-118.2809
is_crime_los_angeles CHILD NEGLECT (SEE 300 W.I.C.),1,33.9764,-118.2871
is_crime_los_angeles THEFT OF IDENTITY,1,33.7166,-118.3182
is_crime_los_angeles BURGLARY,1,34.0955,-118.2922
is_crime_los_angeles BURGLARY,1,34.0489,-118.363
is_crime_los_angeles THEFT OF IDENTITY,1,34.2102,-118.5361
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.0953,-118.2696
is_crime_los_angeles CRIMINAL THREATS - NO WEAPON DISPLAYED,1,34.2286,-118.5885
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0997,-118.4259
is_crime_los_angeles BURGLARY,1,34.15,-118.4424
"is_crime_los_angeles BUNCO, ATTEMPT",1,33.9419,-118.2608
is_crime_los_angeles THEFT OF IDENTITY,1,34.0465,-118.442
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.0127,-118.3525
is_crime_los_angeles BURGLARY,1,34.1505,-118.3702
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.0303,-118.3551
is_crime_los_angeles BIKE - STOLEN,1,34.1721,-118.4662
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1036,-118.3137
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1664,-118.5883
is_crime_los_angeles THEFT OF IDENTITY,1,34.0817,-118.1903
is_crime_los_angeles CRIMINAL THREATS - NO WEAPON DISPLAYED,1,33.9529,-118.2695
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.1566,-118.3727
is_crime_los_angeles BURGLARY,1,34.0576,-118.2644
is_crime_los_angeles CONTEMPT OF COURT,1,34.2688,-118.4158
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.25,-118.606
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.2745,-118.3682
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.2388,-118.2701
is_crime_los_angeles VIOLATION OF RESTRAINING ORDER,1,34.1122,-118.2403
is_crime_los_angeles BURGLARY,1,33.775,-118.2738
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.0873,-118.296
is_crime_los_angeles THEFT OF IDENTITY,1,34.104,-118.1971
is_crime_los_angeles CHILD STEALING,1,34.2745,-118.431
is_crime_los_angeles THEFT OF IDENTITY,1,34.0035,-118.2691
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.2337,-118.4632
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.3101,-118.4496
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.0944,-118.3125
is_crime_los_angeles THEFT OF IDENTITY,1,34.1817,-118.4553
is_crime_los_angeles THEFT OF IDENTITY,1,34.0812,-118.195
is_crime_los_angeles VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,33.9842,-118.2827
is_crime_los_angeles BURGLARY,1,34.1225,-118.4274
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.2107,-118.3435
is_crime_los_angeles CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1,34.0105,-118.3398
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.0552,-118.2675
is_crime_los_angeles THEFT OF IDENTITY,1,34.2049,-118.3845
is_crime_los_angeles THEFT OF IDENTITY,1,34.1867,-118.4444
is_crime_los_angeles TRESPASSING,1,34.0446,-118.5363
is_crime_los_angeles THEFT OF IDENTITY,1,34.1685,-118.4496
is_crime_los_angeles THEFT OF IDENTITY,1,34.2484,-118.509
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,33.9708,-118.2783
is_crime_los_angeles THEFT OF IDENTITY,1,34.039,-118.24
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.1849,-118.3746
"is_crime_los_angeles RAPE, FORCIBLE",1,34.266,-118.4045
is_crime_los_angeles THEFT OF IDENTITY,1,34.2641,-118.3136
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,34.2524,-118.4837
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,33.9365,-118.2739
"is_crime_los_angeles RAPE, FORCIBLE",1,33.983,-118.4668
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.1037,-118.3267
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.2001,-118.427
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.0414,-118.3392
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.011,-118.3351
"is_crime_los_angeles DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $400",1,34.1016,-118.3447
is_crime_los_angeles THEFT OF IDENTITY,1,34.0773,-118.2677
is_crime_los_angeles BURGLARY,1,34.0264,-118.3721
"is_crime_los_angeles BUNCO, GRAND THEFT",1,34.2172,-118.472
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.0919,-118.2695
is_crime_los_angeles THEFT OF IDENTITY,1,34.1733,-118.599
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.019,-118.4289
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.0572,-118.2481
is_crime_los_angeles THEFT OF IDENTITY,1,34.0523,-118.3603
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.1867,-118.3865
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1115,-118.2894
is_crime_los_angeles INTIMATE PARTNER - AGGRAVATED ASSAULT,1,34.0897,-118.1844
is_crime_los_angeles THEFT OF IDENTITY,1,33.9647,-118.2695
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.0691,-118.2941
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.0437,-118.4178
"is_crime_los_angeles BURGLARY, ATTEMPTED",1,34.1206,-118.2071
is_crime_los_angeles THEFT OF IDENTITY,1,33.9807,-118.2783
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0563,-118.4114
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.1877,-118.51220000000001
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,33.7786,-118.261
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.0621,-118.3385
is_crime_los_angeles ORAL COPULATION,1,34.1758,-118.3746
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,34.0564,-118.2677
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0869,-118.2676
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.0714,-118.2715
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0574,-118.3535
is_crime_los_angeles BRANDISH WEAPON,1,34.1812,-118.6077
is_crime_los_angeles VEHICLE - STOLEN,1,33.9431,-118.2338
is_crime_los_angeles THEFT OF IDENTITY,1,34.0485,-118.2447
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.0209,-118.4405
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.1293,-118.3107
is_crime_los_angeles THEFT OF IDENTITY,1,33.8468,-118.3066
is_crime_los_angeles CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1,34.2282,-118.4385
is_crime_los_angeles BURGLARY,1,34.0908,-118.2655
is_crime_los_angeles THEFT OF IDENTITY,1,34.2869,-118.4893
is_crime_los_angeles VEHICLE - STOLEN,1,34.2316,-118.3682
is_crime_los_angeles BURGLARY,1,34.0473,-118.2566
is_crime_los_angeles THEFT OF IDENTITY,1,34.2391,-118.4502
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.2482,-118.5907
"is_crime_los_angeles BUNCO, GRAND THEFT",1,34.0444,-118.2628
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1052,-118.3348
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0649,-118.3372
is_crime_los_angeles INTIMATE PARTNER - AGGRAVATED ASSAULT,1,33.9746,-118.3071
is_crime_los_angeles THEFT OF IDENTITY,1,34.1056,-118.2728
is_crime_los_angeles THEFT OF IDENTITY,1,34.2216,-118.3924
is_crime_los_angeles BURGLARY,1,34.0482,-118.4354
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0416,-118.255
is_crime_los_angeles BURGLARY,1,34.171,-118.5578
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,33.9854,-118.3294
